146,120,427013,2013_09_07_wasmlb_miamlb_1
137,109,427197,2013_09_07_arimlb_sfnmlb_1
142,141,484183,2013_09_07_tormlb_minmlb_1
138,134,427520,2013_09_07_pitmlb_slnmlb_1
108,140,427534,2013_09_07_texmlb_anamlb_1
118,116,427315,2013_09_07_detmlb_kcamlb_1
147,111,427235,2013_09_07_bosmlb_nyamlb_1
112,158,427326,2013_09_07_milmlb_chnmlb_1
147,139,427113,2013_09_26_tbamlb_nyamlb_1
142,114,427192,2013_09_26_clemlb_minmlb_1
140,108,427019,2013_09_26_anamlb_texmlb_1
137,119,427326,2013_09_26_lanmlb_sfnmlb_1
145,118,427097,2013_09_26_kcamlb_chamlb_1
144,143,427545,2013_09_26_phimlb_atlmlb_1
110,141,427103,2013_09_26_tormlb_balmlb_1
121,158,427044,2013_09_26_milmlb_nynmlb_1
135,109,427299,2013_09_26_arimlb_sdnmlb_1
139,140,427081,2013_09_18_texmlb_tbamlb_1
117,113,427326,2013_09_18_cinmlb_houmlb_1
120,144,427044,2013_09_18_atlmlb_wasmlb_1
109,119,427538,2013_09_18_lanmlb_arimlb_1
121,137,427224,2013_09_18_sfnmlb_nynmlb_1
134,135,427545,2013_09_18_sdnmlb_pitmlb_1
143,146,427220,2013_09_18_miamlb_phimlb_1
133,108,427339,2013_09_18_anamlb_oakmlb_1
145,142,427115,2013_09_18_minmlb_chamlb_1
115,138,427095,2013_09_18_slnmlb_colmlb_1
111,110,427113,2013_09_18_balmlb_bosmlb_1
158,112,489942,2013_09_18_chnmlb_milmlb_1
116,136,427093,2013_09_18_seamlb_detmlb_1
141,147,427248,2013_09_18_nyamlb_tormlb_1
118,114,482641,2013_09_18_clemlb_kcamlb_1
142,133,427044,2013_09_10_oakmlb_minmlb_1
146,144,427538,2013_09_10_atlmlb_miamlb_1
139,111,427220,2013_09_10_bosmlb_tbamlb_1
121,120,427229,2013_09_10_wasmlb_nynmlb_1
136,117,427286,2013_09_10_houmlb_seamlb_1
141,108,427545,2013_09_10_anamlb_tormlb_1
137,115,484198,2013_09_10_colmlb_sfnmlb_1
119,109,482641,2013_09_10_arimlb_lanmlb_1
110,147,427261,2013_09_10_nyamlb_balmlb_1
113,112,427144,2013_09_10_chnmlb_cinmlb_1
143,135,427533,2013_09_10_sdnmlb_phimlb_1
140,134,427269,2013_09_10_pitmlb_texmlb_1
114,118,427108,2013_09_10_kcamlb_clemlb_1
145,116,427413,2013_09_10_detmlb_chamlb_1
138,158,427206,2013_09_10_milmlb_slnmlb_1
145,114,427269,2013_09_13_clemlb_chamlb_1
134,112,427139,2013_09_13_chnmlb_pitmlb_1
116,118,427099,2013_09_13_kcamlb_detmlb_1
119,137,427248,2013_09_13_sfnmlb_lanmlb_1
117,108,427113,2013_09_13_anamlb_houmlb_1
140,133,427128,2013_09_13_oakmlb_texmlb_1
142,139,427537,2013_09_13_tbamlb_minmlb_1
144,135,483912,2013_09_13_sdnmlb_atlmlb_1
120,143,427224,2013_09_13_phimlb_wasmlb_1
141,110,429805,2013_09_13_balmlb_tormlb_1
109,115,427192,2013_09_13_colmlb_arimlb_1
121,146,427156,2013_09_13_miamlb_nynmlb_1
138,136,490319,2013_09_13_seamlb_slnmlb_1
111,147,427019,2013_09_13_nyamlb_bosmlb_1
158,113,427058,2013_09_13_cinmlb_milmlb_1
138,134,427413,2013_09_06_pitmlb_slnmlb_1
137,109,427093,2013_09_06_arimlb_sfnmlb_1
114,121,427097,2013_09_06_nynmlb_clemlb_1
147,111,427538,2013_09_06_bosmlb_nyamlb_1
133,117,484198,2013_09_06_houmlb_oakmlb_1
113,119,427261,2013_09_06_lanmlb_cinmlb_1
135,115,427457,2013_09_06_colmlb_sdnmlb_1
108,140,482641,2013_09_06_texmlb_anamlb_1
118,116,482608,2013_09_06_detmlb_kcamlb_1
110,145,427229,2013_09_06_chamlb_balmlb_1
146,120,427095,2013_09_06_wasmlb_miamlb_1
143,144,427129,2013_09_06_atlmlb_phimlb_1
136,139,483912,2013_09_06_tbamlb_seamlb_1
142,141,427533,2013_09_06_tormlb_minmlb_1
112,158,427243,2013_09_06_milmlb_chnmlb_1
143,120,427144,2013_09_03_wasmlb_phimlb_1
115,119,484499,2013_09_03_lanmlb_colmlb_1
113,138,484183,2013_09_03_slnmlb_cinmlb_1
111,116,427454,2013_09_03_detmlb_bosmlb_1
108,139,427344,2013_09_03_tbamlb_anamlb_1
112,146,427554,2013_09_03_miamlb_chnmlb_1
117,142,427235,2013_09_03_minmlb_houmlb_1
118,136,427013,2013_09_03_seamlb_kcamlb_1
114,110,427019,2013_09_03_balmlb_clemlb_1
133,140,427197,2013_09_03_texmlb_oakmlb_1
144,121,427168,2013_09_03_nynmlb_atlmlb_1
109,141,427184,2013_09_03_tormlb_arimlb_1
158,134,428442,2013_09_03_pitmlb_milmlb_1
147,145,483564,2013_09_03_chamlb_nyamlb_1
135,137,427090,2013_09_03_sfnmlb_sdnmlb_1
110,145,427099,2013_09_05_chamlb_balmlb_1
133,117,483919,2013_09_05_houmlb_oakmlb_1
137,109,427206,2013_09_05_arimlb_sfnmlb_1
147,111,427128,2013_09_05_bosmlb_nyamlb_1
108,139,427044,2013_09_05_tbamlb_anamlb_1
113,138,427113,2013_09_05_slnmlb_cinmlb_1
118,136,427220,2013_09_05_seamlb_kcamlb_1
118,136,427095,2013_09_02_seamlb_kcamlb_1
114,110,427315,2013_09_02_balmlb_clemlb_1
112,146,427362,2013_09_02_miamlb_chnmlb_1
113,138,427533,2013_09_02_slnmlb_cinmlb_1
135,137,427534,2013_09_02_sfnmlb_sdnmlb_1
111,116,427081,2013_09_02_detmlb_bosmlb_1
147,145,427156,2013_09_02_chamlb_nyamlb_1
115,119,427520,2013_09_02_lanmlb_colmlb_1
133,140,427093,2013_09_02_texmlb_oakmlb_1
143,120,427339,2013_09_02_wasmlb_phimlb_1
109,141,484198,2013_09_02_tormlb_arimlb_1
158,134,511890,2013_09_02_pitmlb_milmlb_1
117,142,427538,2013_09_02_minmlb_houmlb_1
144,121,427326,2013_09_02_nynmlb_atlmlb_1
108,139,427457,2013_09_02_tbamlb_anamlb_1
108,139,429805,2013_09_04_tbamlb_anamlb_1
115,119,427192,2013_09_04_lanmlb_colmlb_1
143,120,482620,2013_09_04_wasmlb_phimlb_1
118,136,427058,2013_09_04_seamlb_kcamlb_1
144,121,427026,2013_09_04_nynmlb_atlmlb_1
147,145,427545,2013_09_04_chamlb_nyamlb_1
111,116,427269,2013_09_04_detmlb_bosmlb_1
158,134,427424,2013_09_04_pitmlb_milmlb_1
114,110,427115,2013_09_04_balmlb_clemlb_1
135,137,490319,2013_09_04_sfnmlb_sdnmlb_1
109,141,427537,2013_09_04_tormlb_arimlb_1
112,146,427224,2013_09_04_miamlb_chnmlb_1
113,138,427509,2013_09_04_slnmlb_cinmlb_1
133,140,427292,2013_09_04_texmlb_oakmlb_1
117,142,427164,2013_09_04_minmlb_houmlb_1
146,116,427292,2013_09_29_detmlb_miamlb_1
119,115,427099,2013_09_29_colmlb_lanmlb_1
142,114,427184,2013_09_29_clemlb_minmlb_1
110,111,427366,2013_09_29_bosmlb_balmlb_1
121,158,482666,2013_09_29_milmlb_nynmlb_1
137,135,511890,2013_09_29_sdnmlb_sfnmlb_1
113,134,427552,2013_09_29_pitmlb_cinmlb_1
136,133,427243,2013_09_29_oakmlb_seamlb_1
140,108,427315,2013_09_29_anamlb_texmlb_1
141,139,427454,2013_09_29_tbamlb_tormlb_1
144,143,427156,2013_09_29_phimlb_atlmlb_1
117,147,427344,2013_09_29_nyamlb_houmlb_1
145,118,482620,2013_09_29_kcamlb_chamlb_1
109,120,503586,2013_09_29_wasmlb_arimlb_1
138,112,427248,2013_09_29_chnmlb_slnmlb_1
143,146,427361,2013_09_16_miamlb_phimlb_1
115,138,427344,2013_09_16_slnmlb_colmlb_1
116,136,427197,2013_09_16_seamlb_detmlb_1
145,142,427315,2013_09_16_minmlb_chamlb_1
139,140,427520,2013_09_16_texmlb_tbamlb_1
134,135,427129,2013_09_16_sdnmlb_pitmlb_1
118,114,427366,2013_09_16_clemlb_kcamlb_1
158,112,427454,2013_09_16_chnmlb_milmlb_1
109,119,427164,2013_09_16_lanmlb_arimlb_1
133,108,482620,2013_09_16_anamlb_oakmlb_1
117,113,427026,2013_09_16_cinmlb_houmlb_1
139,140,427413,2013_09_19_texmlb_tbamlb_1
116,136,427292,2013_09_19_seamlb_detmlb_1
111,110,427533,2013_09_19_balmlb_bosmlb_1
133,142,427168,2013_09_19_minmlb_oakmlb_1
134,135,483564,2013_09_19_sdnmlb_pitmlb_1
115,138,483569,2013_09_19_slnmlb_colmlb_1
120,146,427534,2013_09_19_miamlb_wasmlb_1
141,147,427286,2013_09_19_nyamlb_tormlb_1
109,119,427261,2013_09_19_lanmlb_arimlb_1
121,137,427235,2013_09_19_sfnmlb_nynmlb_1
158,112,431232,2013_09_19_chnmlb_milmlb_1
114,117,427457,2013_09_19_houmlb_clemlb_1
147,139,427509,2013_09_24_tbamlb_nyamlb_1
136,118,427344,2013_09_24_kcamlb_seamlb_1
144,158,427108,2013_09_24_milmlb_atlmlb_1
114,145,427129,2013_09_24_chamlb_clemlb_1
108,133,427099,2013_09_24_oakmlb_anamlb_1
146,143,429805,2013_09_24_phimlb_miamlb_1
113,121,427520,2013_09_24_nynmlb_cinmlb_1
138,120,427454,2013_09_24_wasmlb_slnmlb_1
112,134,482608,2013_09_24_pitmlb_chnmlb_1
110,141,427292,2013_09_24_tormlb_balmlb_1
137,119,427168,2013_09_24_lanmlb_sfnmlb_1
135,109,484198,2013_09_24_arimlb_sdnmlb_1
115,111,427235,2013_09_24_bosmlb_colmlb_1
140,117,427144,2013_09_24_houmlb_texmlb_1
142,116,427366,2013_09_24_detmlb_minmlb_1
110,111,427534,2013_09_28_bosmlb_balmlb_1
117,147,483569,2013_09_28_nyamlb_houmlb_1
136,133,484198,2013_09_28_oakmlb_seamlb_1
119,115,427424,2013_09_28_colmlb_lanmlb_1
138,112,427053,2013_09_28_chnmlb_slnmlb_1
146,116,427013,2013_09_28_detmlb_miamlb_1
144,143,427129,2013_09_28_phimlb_atlmlb_1
109,120,427026,2013_09_28_wasmlb_arimlb_1
121,158,429805,2013_09_28_milmlb_nynmlb_1
137,135,427538,2013_09_28_sdnmlb_sfnmlb_1
141,139,431232,2013_09_28_tbamlb_tormlb_1
145,118,427144,2013_09_28_kcamlb_chamlb_1
142,114,427520,2013_09_28_clemlb_minmlb_1
113,134,427509,2013_09_28_pitmlb_cinmlb_1
140,108,482608,2013_09_28_anamlb_texmlb_1
112,143,427099,2013_09_01_phimlb_chnmlb_1
109,137,427044,2013_09_01_sfnmlb_arimlb_1
120,121,427103,2013_09_01_nynmlb_wasmlb_1
158,108,427261,2013_09_01_anamlb_milmlb_1
116,114,427058,2013_09_01_clemlb_detmlb_1
134,138,482608,2013_09_01_slnmlb_pitmlb_1
115,113,427090,2013_09_01_cinmlb_colmlb_1
147,110,427269,2013_09_01_balmlb_nyamlb_1
111,145,427220,2013_09_01_chamlb_bosmlb_1
141,118,427097,2013_09_01_kcamlb_tormlb_1
117,136,427545,2013_09_01_seamlb_houmlb_1
119,135,427537,2013_09_01_sdnmlb_lanmlb_1
133,139,427413,2013_09_01_tbamlb_oakmlb_1
140,142,427243,2013_09_01_minmlb_texmlb_1
144,146,427113,2013_09_01_miamlb_atlmlb_1
108,136,427538,2013_09_22_seamlb_anamlb_1
143,121,427093,2013_09_22_nynmlb_phimlb_1
135,119,427095,2013_09_22_lanmlb_sdnmlb_1
114,117,427044,2013_09_22_houmlb_clemlb_1
134,113,427248,2013_09_22_cinmlb_pitmlb_1
120,146,427090,2013_09_22_miamlb_wasmlb_1
158,138,427019,2013_09_22_slnmlb_milmlb_1
120,146,482641,2013_09_22_miamlb_wasmlb_2
116,145,427113,2013_09_22_chamlb_detmlb_1
147,137,427139,2013_09_22_sfnmlb_nyamlb_1
139,110,427545,2013_09_22_balmlb_tbamlb_1
111,141,427081,2013_09_22_tormlb_bosmlb_1
115,109,489942,2013_09_22_arimlb_colmlb_1
112,144,427097,2013_09_22_atlmlb_chnmlb_1
133,142,427326,2013_09_22_minmlb_oakmlb_1
118,140,427224,2013_09_22_texmlb_kcamlb_1
110,141,427197,2013_09_25_tormlb_balmlb_1
144,158,427361,2013_09_25_milmlb_atlmlb_1
147,139,427552,2013_09_25_tbamlb_nyamlb_1
113,121,427184,2013_09_25_nynmlb_cinmlb_1
140,117,482620,2013_09_25_houmlb_texmlb_1
108,133,427229,2013_09_25_oakmlb_anamlb_1
137,119,427026,2013_09_25_lanmlb_sfnmlb_1
115,111,427164,2013_09_25_bosmlb_colmlb_1
142,116,427090,2013_09_25_detmlb_minmlb_1
138,120,427269,2013_09_25_wasmlb_slnmlb_1
114,145,427156,2013_09_25_chamlb_clemlb_1
146,143,490319,2013_09_25_phimlb_miamlb_1
135,109,483919,2013_09_25_arimlb_sdnmlb_1
112,134,427315,2013_09_25_pitmlb_chnmlb_1
136,118,427058,2013_09_25_kcamlb_seamlb_1
108,133,427424,2013_09_23_oakmlb_anamlb_1
145,141,427533,2013_09_23_tormlb_chamlb_1
139,110,483564,2013_09_23_balmlb_tbamlb_1
146,143,427457,2013_09_23_phimlb_miamlb_1
113,121,427413,2013_09_23_nynmlb_cinmlb_1
135,109,427537,2013_09_23_arimlb_sdnmlb_1
112,134,427115,2013_09_23_pitmlb_chnmlb_1
136,118,483569,2013_09_23_kcamlb_seamlb_1
142,116,427534,2013_09_23_detmlb_minmlb_1
144,158,427220,2013_09_23_milmlb_atlmlb_1
138,120,431232,2013_09_23_wasmlb_slnmlb_1
140,117,427339,2013_09_23_houmlb_texmlb_1
110,111,427362,2013_06_15_bosmlb_balmlb_1
146,138,427206,2013_06_15_slnmlb_miamlb_1
108,147,427413,2013_06_15_nyamlb_anamlb_1
142,116,427099,2013_06_15_detmlb_minmlb_1
144,137,427339,2013_06_15_sfnmlb_atlmlb_1
135,109,429805,2013_06_15_arimlb_sdnmlb_1
113,158,427538,2013_06_15_milmlb_cinmlb_1
117,145,427139,2013_06_15_chamlb_houmlb_1
114,120,427248,2013_06_15_wasmlb_clemlb_1
133,136,482641,2013_06_15_seamlb_oakmlb_1
115,143,427026,2013_06_15_phimlb_colmlb_1
121,112,483569,2013_06_15_chnmlb_nynmlb_1
139,118,427533,2013_06_15_kcamlb_tbamlb_1
140,141,427454,2013_06_15_tormlb_texmlb_1
134,119,484198,2013_06_15_lanmlb_pitmlb_1
134,158,482663,2013_06_30_milmlb_pitmlb_1
140,113,427019,2013_06_30_cinmlb_texmlb_1
133,138,427224,2013_06_30_slnmlb_oakmlb_1
117,108,483912,2013_06_30_anamlb_houmlb_1
145,114,511890,2013_06_30_clemlb_chamlb_1
115,137,427424,2013_06_30_sfnmlb_colmlb_1
139,116,483569,2013_06_30_detmlb_tbamlb_1
119,143,427344,2013_06_30_phimlb_lanmlb_1
111,141,427545,2013_06_30_tormlb_bosmlb_1
142,118,427206,2013_06_30_kcamlb_minmlb_1
144,109,427090,2013_06_30_arimlb_atlmlb_1
136,112,427113,2013_06_30_chnmlb_seamlb_1
121,120,427220,2013_06_30_wasmlb_nynmlb_1
146,135,482620,2013_06_30_sdnmlb_miamlb_1
110,147,427454,2013_06_30_nyamlb_balmlb_1
141,110,427220,2013_06_21_balmlb_tormlb_1
138,140,482620,2013_06_21_texmlb_slnmlb_1
147,139,427184,2013_06_21_tbamlb_nyamlb_1
143,121,482666,2013_06_21_nynmlb_phimlb_1
137,146,427509,2013_06_21_miamlb_sfnmlb_1
158,144,427192,2013_06_21_atlmlb_milmlb_1
108,134,427224,2013_06_21_pitmlb_anamlb_1
112,117,489954,2013_06_21_houmlb_chnmlb_1
116,111,427115,2013_06_21_bosmlb_detmlb_1
120,115,427235,2013_06_21_colmlb_wasmlb_1
109,113,427424,2013_06_21_cinmlb_arimlb_1
118,145,427545,2013_06_21_chamlb_kcamlb_1
136,133,427053,2013_06_21_oakmlb_seamlb_1
114,142,427269,2013_06_21_minmlb_clemlb_1
135,119,427326,2013_06_21_lanmlb_sdnmlb_1
147,140,427103,2013_06_27_texmlb_nyamlb_1
116,108,427361,2013_06_27_anamlb_detmlb_1
119,143,429805,2013_06_27_phimlb_lanmlb_1
115,121,427229,2013_06_27_nynmlb_colmlb_1
111,141,427156,2013_06_27_tormlb_bosmlb_1
110,114,504381,2013_06_27_clemlb_balmlb_1
120,109,427537,2013_06_27_arimlb_wasmlb_1
142,118,427093,2013_06_27_kcamlb_minmlb_1
158,112,503077,2013_06_27_chnmlb_milmlb_1
135,109,427344,2013_06_14_arimlb_sdnmlb_1
133,136,427534,2013_06_14_seamlb_oakmlb_1
142,116,427229,2013_06_14_detmlb_minmlb_1
115,143,483912,2013_06_14_phimlb_colmlb_1
108,147,484499,2013_06_14_nyamlb_anamlb_1
139,118,427552,2013_06_14_kcamlb_tbamlb_1
144,137,427097,2013_06_14_sfnmlb_atlmlb_1
110,111,484183,2013_06_14_bosmlb_balmlb_1
146,138,427093,2013_06_14_slnmlb_miamlb_1
121,112,427058,2013_06_14_chnmlb_nynmlb_1
114,120,427286,2013_06_14_wasmlb_clemlb_1
140,141,427081,2013_06_14_tormlb_texmlb_1
113,158,427128,2013_06_14_milmlb_cinmlb_1
117,145,427361,2013_06_14_chamlb_houmlb_1
134,119,427537,2013_06_14_lanmlb_pitmlb_1
117,158,483564,2013_06_20_milmlb_houmlb_1
116,111,482608,2013_06_20_bosmlb_detmlb_1
135,119,427243,2013_06_20_lanmlb_sdnmlb_1
137,146,427113,2013_06_20_miamlb_sfnmlb_1
140,133,490319,2013_06_20_oakmlb_texmlb_1
144,121,431232,2013_06_20_nynmlb_atlmlb_1
113,134,427144,2013_06_20_pitmlb_cinmlb_1
120,115,427538,2013_06_20_colmlb_wasmlb_1
108,136,427099,2013_06_20_seamlb_anamlb_1
142,145,427362,2013_06_20_chamlb_minmlb_1
138,112,427090,2013_06_20_chnmlb_slnmlb_1
147,139,482631,2013_06_20_tbamlb_nyamlb_1
136,117,431232,2013_06_12_houmlb_seamlb_1
146,158,427013,2013_06_12_milmlb_miamlb_1
140,114,427113,2013_06_12_clemlb_texmlb_1
115,120,427424,2013_06_12_wasmlb_colmlb_1
139,111,427292,2013_06_12_bosmlb_tbamlb_1
135,144,427366,2013_06_12_atlmlb_sdnmlb_1
112,113,483630,2013_06_12_cinmlb_chnmlb_1
142,143,482663,2013_06_12_phimlb_minmlb_1
134,137,427243,2013_06_12_sfnmlb_pitmlb_1
133,147,427457,2013_06_12_nyamlb_oakmlb_1
118,116,427108,2013_06_12_detmlb_kcamlb_1
121,138,427184,2013_06_12_slnmlb_nynmlb_1
110,108,427164,2013_06_12_anamlb_balmlb_1
119,109,427192,2013_06_12_arimlb_lanmlb_1
116,114,427164,2013_06_08_clemlb_detmlb_1
136,147,427113,2013_06_08_nyamlb_seamlb_1
111,108,427326,2013_06_08_anamlb_bosmlb_1
113,138,482631,2013_06_08_slnmlb_cinmlb_1
139,110,427013,2013_06_08_balmlb_tbamlb_1
109,137,427184,2013_06_08_sfnmlb_arimlb_1
111,108,427243,2013_06_08_anamlb_bosmlb_2
158,143,427053,2013_06_08_phimlb_milmlb_1
121,146,427315,2013_06_08_miamlb_nynmlb_1
119,144,427044,2013_06_08_atlmlb_lanmlb_1
115,135,427261,2013_06_08_sdnmlb_colmlb_1
120,142,427545,2013_06_08_minmlb_wasmlb_1
112,134,427108,2013_06_08_pitmlb_chnmlb_1
